baltasar,2026-03-26T00:01:40.000000-06:00,47.50,23.50,47.38
baltasar,2026-03-26T00:06:40.000000-06:00,47.44,23.25,47.31
baltasar,2026-03-26T00:11:40.000000-06:00,47.44,23.25,47.31
baltasar,2026-03-26T00:16:40.000000-06:00,47.38,23.25,47.25
baltasar,2026-03-26T00:21:40.000000-06:00,47.31,23.19,47.25
baltasar,2026-03-26T00:26:40.000000-06:00,47.25,23.12,47.19
baltasar,2026-03-26T00:31:40.000000-06:00,47.19,23.12,47.19
baltasar,2026-03-26T00:36:40.000000-06:00,47.19,22.94,47.13
baltasar,2026-03-26T00:41:40.000000-06:00,47.13,22.94,47.06
baltasar,2026-03-26T00:46:40.000000-06:00,47.06,22.87,47.06
baltasar,2026-03-26T00:51:40.000000-06:00,47.00,22.69,47.00
baltasar,2026-03-26T00:56:40.000000-06:00,46.94,22.69,46.94
baltasar,2026-03-26T01:01:40.000000-06:00,46.88,22.69,46.94
baltasar,2026-03-26T01:06:40.000000-06:00,46.81,22.69,46.88
baltasar,2026-03-26T01:11:40.000000-06:00,46.81,22.75,46.81
baltasar,2026-03-26T01:16:40.000000-06:00,46.75,22.62,46.81
baltasar,2026-03-26T01:21:40.000000-06:00,46.69,22.75,46.75
baltasar,2026-03-26T01:26:40.000000-06:00,46.63,22.69,46.69
baltasar,2026-03-26T01:31:40.000000-06:00,46.56,22.62,46.69
baltasar,2026-03-26T01:36:40.000000-06:00,46.50,22.50,46.63
baltasar,2026-03-26T01:41:40.000000-06:00,46.50,22.44,46.56
baltasar,2026-03-26T01:46:40.000000-06:00,46.44,22.44,46.50
baltasar,2026-03-26T01:51:40.000000-06:00,46.37,22.44,46.50
baltasar,2026-03-26T01:56:40.000000-06:00,46.31,22.31,46.44
baltasar,2026-03-26T02:01:40.000000-06:00,46.25,22.44,46.44
baltasar,2026-03-26T02:06:40.000000-06:00,46.25,22.37,46.37
baltasar,2026-03-26T02:11:40.000000-06:00,46.19,22.37,46.31
baltasar,2026-03-26T02:16:40.000000-06:00,46.13,22.25,46.25
baltasar,2026-03-26T02:21:40.000000-06:00,46.06,22.25,46.25
baltasar,2026-03-26T02:26:40.000000-06:00,46.00,22.25,46.19
baltasar,2026-03-26T02:31:40.000000-06:00,46.00,22.31,46.13
baltasar,2026-03-26T02:36:40.000000-06:00,45.94,22.06,46.13
baltasar,2026-03-26T02:41:40.000000-06:00,45.88,22.06,46.06
baltasar,2026-03-26T02:46:40.000000-06:00,45.81,22.13,46.00
baltasar,2026-03-26T02:51:40.000000-06:00,45.75,22.13,46.00
baltasar,2026-03-26T02:56:40.000000-06:00,45.69,22.13,45.94
baltasar,2026-03-26T03:01:40.000000-06:00,45.63,22.13,45.88
baltasar,2026-03-26T03:06:40.000000-06:00,45.63,21.94,45.81
baltasar,2026-03-26T03:11:40.000000-06:00,45.56,21.94,45.81
