gaspar,2026-01-29T00:02:10.486010-06:00,26.38,19.75,25.75
gaspar,2026-01-29T00:07:13.526067-06:00,26.38,19.88,25.75
gaspar,2026-01-29T00:12:16.566015-06:00,26.44,19.81,25.75
gaspar,2026-01-29T00:17:19.606010-06:00,26.44,19.62,25.75
gaspar,2026-01-29T00:22:22.726015-06:00,26.38,19.62,25.69
gaspar,2026-01-29T00:27:25.846021-06:00,26.44,19.62,25.69
gaspar,2026-01-29T00:32:28.886013-06:00,26.38,19.56,25.69
gaspar,2026-01-29T00:37:31.925990-06:00,26.38,19.56,25.69
gaspar,2026-01-29T00:42:35.045954-06:00,26.44,19.44,25.69
gaspar,2026-01-29T00:47:38.326004-06:00,26.44,19.19,25.62
gaspar,2026-01-29T00:52:41.525996-06:00,26.44,19.12,25.62
gaspar,2026-01-29T00:57:44.566006-06:00,26.44,19.38,25.62
gaspar,2026-01-29T01:02:47.606017-06:00,26.38,19.31,25.62
gaspar,2026-01-29T01:07:50.646024-06:00,26.44,19.31,25.56
gaspar,2026-01-29T01:12:53.686015-06:00,26.44,19.31,25.62
gaspar,2026-01-29T01:17:56.725998-06:00,26.44,19.38,25.56
gaspar,2026-01-29T01:22:59.766047-06:00,26.44,19.25,25.56
gaspar,2026-01-29T01:28:02.806029-06:00,26.38,19.19,25.56
gaspar,2026-01-29T01:33:05.926023-06:00,26.44,19.06,25.56
gaspar,2026-01-29T01:38:09.045957-06:00,26.44,19.12,25.50
gaspar,2026-01-29T01:43:12.326025-06:00,26.44,19.06,25.50
gaspar,2026-01-29T01:48:15.366036-06:00,26.38,19.06,25.50
gaspar,2026-01-29T01:53:18.486000-06:00,26.44,19.00,25.50
gaspar,2026-01-29T01:58:21.525998-06:00,26.38,19.06,25.50
gaspar,2026-01-29T02:03:24.566021-06:00,26.44,19.00,25.50
gaspar,2026-01-29T02:08:27.766054-06:00,26.44,19.06,25.50
gaspar,2026-01-29T02:13:30.886036-06:00,26.44,19.00,25.44
gaspar,2026-01-29T02:18:33.926007-06:00,26.44,18.94,25.44
gaspar,2026-01-29T02:23:36.966008-06:00,26.38,18.94,25.44
gaspar,2026-01-29T02:28:40.085967-06:00,26.44,18.88,25.44
gaspar,2026-01-29T02:33:43.126013-06:00,26.44,18.94,25.44
gaspar,2026-01-29T02:38:46.326050-06:00,26.44,18.88,25.38
gaspar,2026-01-29T02:43:49.366021-06:00,26.44,18.69,25.38
gaspar,2026-01-29T02:48:52.406006-06:00,26.44,18.81,25.38
gaspar,2026-01-29T02:53:55.445895-06:00,26.44,18.69,25.38
gaspar,2026-01-29T02:58:58.566022-06:00,26.44,18.75,25.31
gaspar,2026-01-29T03:04:01.686002-06:00,26.38,18.69,25.31
