01,goliat,2026-09-02T00:04:13.000000-06:00,31.44,31.06,30.75,31.62,67.00,30.20
01,goliat,2026-09-02T00:09:13.000000-06:00,31.44,31.00,30.69,31.56,67.00,30.20
01,goliat,2026-09-02T00:14:13.000000-06:00,31.44,31.00,30.69,31.62,68.00,29.80
01,goliat,2026-09-02T00:19:13.000000-06:00,31.44,31.00, 0.00,31.62,69.00,29.80
01,goliat,2026-09-02T00:24:13.000000-06:00,31.37,31.00,30.69,31.62,68.00,30.20
01,goliat,2026-09-02T00:29:13.000000-06:00,31.37,31.00,30.69,31.62,67.00,30.20
01,goliat,2026-09-02T00:34:13.000000-06:00,31.37,31.00,30.62,31.62,67.00,30.20
01,goliat,2026-09-02T00:39:13.000000-06:00,31.37,31.00,30.62,31.56,67.00,30.20
01,goliat,2026-09-02T00:44:13.000000-06:00,31.37,30.94,30.62,31.62,67.00,30.20
01,goliat,2026-09-02T00:49:13.000000-06:00,31.37,30.94,30.62,31.56,68.00,30.20
01,goliat,2026-09-02T00:54:13.000000-06:00,31.37,30.94,30.62,31.56,69.00,30.80
01,goliat,2026-09-02T00:59:13.000000-06:00,31.37,30.94,30.62,31.56,67.00,30.80
01,goliat,2026-09-02T01:04:13.000000-06:00,31.31,30.94,30.62,31.56,67.00,30.20
01,goliat,2026-09-02T01:09:13.000000-06:00,31.31,30.94,30.56,31.56,68.00,30.80
01,goliat,2026-09-02T01:14:13.000000-06:00,31.31,30.94,30.56,31.56,67.00,31.20
01,goliat,2026-09-02T01:19:13.000000-06:00,31.31,30.88,30.56,31.56,67.00,31.30
01,goliat,2026-09-02T01:24:13.000000-06:00,31.31,30.88,30.56,31.56,67.00,31.30
01,goliat,2026-09-02T01:29:13.000000-06:00,31.31,30.88,30.56,31.56,67.00,31.30
01,goliat,2026-09-02T01:34:13.000000-06:00,31.31,30.88,30.56,31.56,66.00,31.30
01,goliat,2026-09-02T01:39:13.000000-06:00,31.31,30.88,30.56,31.56,66.00,31.30
01,goliat,2026-09-02T01:44:13.000000-06:00,31.31,30.88,30.50,31.56,65.00,30.80
01,goliat,2026-09-02T01:49:13.000000-06:00,31.25,30.88,30.50,31.56,66.00,30.80
01,goliat,2026-09-02T01:54:13.000000-06:00,31.25,30.81,30.50,31.50,66.00,30.80
01,goliat,2026-09-02T01:59:13.000000-06:00,31.25,30.81,30.50,31.56,66.00,30.20
01,goliat,2026-09-02T02:04:13.000000-06:00,31.25,30.88,30.44,31.50,67.00,30.20
01,goliat,2026-09-02T02:09:13.000000-06:00,31.25,30.81,30.44,31.50,66.00,30.20
01,goliat,2026-09-02T02:14:13.000000-06:00,31.25,30.81,30.44,31.50,67.00,30.20
01,goliat,2026-09-02T02:19:13.000000-06:00,31.25,30.81,30.44,31.50,67.00,30.20
01,goliat,2026-09-02T02:24:13.000000-06:00,31.25,30.81,30.44,31.50,66.00,30.80
01,goliat,2026-09-02T02:29:13.000000-06:00,31.25,30.81,30.44,31.50,66.00,30.80
01,goliat,2026-09-02T02:34:13.000000-06:00,31.19,30.81,30.44,31.50,66.00,30.80
01,goliat,2026-09-02T02:39:13.000000-06:00,31.19,30.75,30.44,31.50,65.00,30.80
01,goliat,2026-09-02T02:44:13.000000-06:00,31.25,30.75,30.44,31.56,67.00,29.80
01,goliat,2026-09-02T02:49:13.000000-06:00,31.19,30.75,30.37,31.50,67.00,30.20
01,goliat,2026-09-02T02:54:13.000000-06:00,31.19,30.75,30.37,31.50,67.00,30.80
01,goliat,2026-09-02T02:59:13.000000-06:00,31.19,30.75,30.37,31.44,66.00,30.20
01,goliat,2026-09-02T03:04:13.000000-06:00,31.19,30.69,30.31,31.50,68.00,29.80
01,goliat,2026-09-02T03:09:13.000000-06:00,31.19,30.69,30.31,31.50,68.00,29.80
01,goliat,2026-09-02T03:14:13.000000-06:00,31.12,30.69,30.31,31.44,68.00,30.20
01,goliat,2026-09-02T03:19:13.000000-06:00,31.12,30.69,30.37,31.50,67.00,30.20
01,goliat,2026-09-02T03:24:13.000000-06:00,31.12,30.69,30.37,31.50,67.00,30.80
01,goliat,2026-09-02T03:29:13.000000-06:00,31.12,30.69,30.31,31.44,66.00,30.20
01,goliat,2026-09-02T03:34:13.000000-06:00,31.12,30.69,30.31,31.44,67.00,29.80
01,goliat,2026-09-02T03:39:13.000000-06:00,31.12,30.69,30.31,31.44,67.00,29.80
01,goliat,2026-09-02T03:44:13.000000-06:00,31.12,30.69,30.25,31.44,68.00,29.30
01,goliat,2026-09-02T03:49:12.000000-06:00,31.12,30.62,30.31,31.44,68.00,29.30
01,goliat,2026-09-02T03:54:12.000000-06:00,31.12,30.62,30.31,31.44,68.00,29.30
01,goliat,2026-09-02T03:59:12.000000-06:00,31.12,30.62,30.25,31.44,67.00,29.30
01,goliat,2026-09-02T04:04:12.000000-06:00,31.06,30.62,30.25,31.44,66.00,29.30
01,goliat,2026-09-02T04:09:12.000000-06:00,31.06,30.62,30.25,31.44,67.00,29.30
01,goliat,2026-09-02T04:14:12.000000-06:00,31.06,30.62,30.25,31.44,65.00,29.80
01,goliat,2026-09-02T04:19:12.000000-06:00,31.06,30.62,30.19,31.44,65.00,29.80
01,goliat,2026-09-02T04:24:12.000000-06:00,31.06,30.56,30.25,31.37,65.00,29.30
01,goliat,2026-09-02T04:29:12.000000-06:00,31.06,30.56,30.25,31.37,67.00,29.30
01,goliat,2026-09-02T04:34:12.000000-06:00,31.06,30.56,30.25,31.44,68.00,29.80
01,goliat,2026-09-02T04:39:12.000000-06:00,31.00,30.56,30.25,31.37,67.00,29.80
01,goliat,2026-09-02T04:44:12.000000-06:00,31.06,30.56,30.25,31.37,65.00,30.20
01,goliat,2026-09-02T04:49:12.000000-06:00,31.06,30.56,30.19,31.37,64.00,30.20
